post_id,username,date,time,content,hashtags,likes,comments,shares,category,hour,day_of_week,engagement,sentiment,sentiment_score
170,@rohan.tech,2026-09-10,11:09,So excited to share this incredible fitness milestone with you all #motivation #productivity #webdev,#motivation #productivity #webdev,182,26,10,Fitness,11,Thursday,218,Positive,0.8381
201,@rohan.tech,2026-09-10,14:40,"Absolutely loving the new music update, this is amazing! #coding #python #tech",#coding #python #tech,151,0,1,Technology,14,Thursday,152,Positive,0.8513
323,@dev_naina,2026-09-10,17:09,So excited to share this incredible gaming milestone with you all #startup #webdev,#startup #webdev,305,2,14,Business,17,Thursday,321,Positive,0.6318
351,@thefoodie_raj,2026-09-10,17:40,Some thoughts on the current state of python #news #productivity #startup,#news #productivity #startup,74,21,16,Business,17,Thursday,111,Neutral,0.0
210,@gamer_ananya,2026-09-10,18:05,"Here's an update on my travel project, more details soon #art #coding #music",#art #coding #music,156,23,9,Lifestyle,18,Thursday,188,Neutral,0.0
90,@dev_naina,2026-09-10,18:32,This photography community is so supportive and inspiring #gaming #music #startup,#gaming #music #startup,92,0,4,Entertainment,18,Thursday,96,Positive,0.7123
270,@travel_with_meera,2026-09-10,18:35,Really frustrated with how this photography launch turned out #coding #machinelearning #opensource,#coding #machinelearning #opensource,326,36,2,Technology,18,Thursday,364,Negative,-0.5709
325,@chef_ishaan,2026-09-10,18:42,"Absolutely loving the new travel update, this is amazing! #productivity #startup #webdev",#productivity #startup #webdev,169,34,7,Business,18,Thursday,210,Positive,0.8513
11,@musicby_sara,2026-09-10,18:45,"Struggling with productivity problems again, so annoying #datascience #photography #tech",#datascience #photography #tech,1,51,3,Travel,18,Thursday,55,Negative,-0.8173
313,@thefoodie_raj,2026-09-10,19:14,This art community is so supportive and inspiring #fitness #motivation #productivity,#fitness #motivation #productivity,127,7,0,Sports,19,Thursday,134,Positive,0.8566
35,@musicby_sara,2026-09-10,20:05,So excited to share this incredible startup milestone with you all #fitness #motivation,#fitness #motivation,236,21,4,Sports,20,Thursday,261,Positive,0.8251
258,@dev_naina,2026-09-10,21:21,Sharing some notes on productivity today #books #fitness #gaming,#books #fitness #gaming,152,15,9,Fitness,21,Thursday,176,Positive,0.5994
306,@karan_vibes,2026-09-10,23:36,"Working on a new fitness post, stay tuned #art #news #opensource",#art #news #opensource,328,4,17,Lifestyle,23,Thursday,349,Positive,0.2732
208,@musicby_sara,2026-09-11,01:12,Grateful for such a wonderful gaming journey this year #opensource #photography #tech,#opensource #photography #tech,157,9,19,Technology,1,Friday,185,Positive,0.7717
54,@gamer_ananya,2026-09-11,06:50,"Disappointed by the recent AI changes, not a fan #books #fitness #motivation",#books #fitness #motivation,243,7,18,Fitness,6,Friday,268,Negative,-0.1436
113,@musicby_sara,2026-09-11,07:42,A quick look at what I learned about AI this week #books #gaming #music,#books #gaming #music,113,27,7,Entertainment,7,Friday,147,Neutral,0.0
284,@dev_naina,2026-09-11,11:24,"Working on a new music post, stay tuned #fitness #foodie #productivity",#fitness #foodie #productivity,170,8,0,Food,11,Friday,178,Positive,0.2732
379,@gamer_ananya,2026-09-11,12:00,Grateful for such a wonderful photography journey this year #fitness #motivation #python,#fitness #motivation #python,265,22,0,Fitness,12,Friday,287,Positive,0.8807
287,@chef_ishaan,2026-09-11,13:35,Grateful for such a wonderful reading journey this year #opensource #productivity #startup,#opensource #productivity #startup,282,11,7,Business,13,Friday,300,Positive,0.7717
62,@musicby_sara,2026-09-11,14:21,"Not happy with the photography experience today, needs work #gaming #music #python",#gaming #music #python,63,0,5,Entertainment,14,Friday,68,Negative,-0.4585
334,@fit_arjun,2026-09-11,15:11,This AI community is so supportive and inspiring #art #news #startup,#art #news #startup,271,23,20,Business,15,Friday,314,Positive,0.7123
150,@gamer_ananya,2026-09-11,16:45,"Absolutely loving the new gaming update, this is amazing! #art #books #python",#art #books #python,104,21,4,Lifestyle,16,Friday,129,Positive,0.8513
101,@rohan.tech,2026-09-11,18:02,Grateful for such a wonderful travel journey this year #machinelearning #tech #webdev,#machinelearning #tech #webdev,0,24,8,Technology,18,Friday,32,Positive,0.7717
17,@bookworm_ira,2026-09-11,18:03,"Absolutely loving the new reading update, this is amazing! #books #fitness #music",#books #fitness #music,171,10,0,Sports,18,Friday,181,Positive,0.8856
67,@aisha_codes,2026-09-11,19:10,Some thoughts on the current state of art #gaming #music #news,#gaming #music #news,224,29,0,Entertainment,19,Friday,253,Neutral,0.0
220,@fit_arjun,2026-09-11,19:58,A quick look at what I learned about photography this week #productivity #startup,#productivity #startup,59,13,0,Business,19,Friday,72,Neutral,0.0
130,@fit_arjun,2026-09-11,20:37,Grateful for such a wonderful productivity journey this year #motivation #tech #webdev,#motivation #tech #webdev,224,3,19,Sports,20,Friday,246,Positive,0.8442
25,@bookworm_ira,2026-09-11,20:51,"Working on a new art post, stay tuned #books #photography #python",#books #photography #python,150,22,5,Travel,20,Friday,177,Neutral,0.0
297,@rohan.tech,2026-09-12,00:56,"Working on a new reading post, stay tuned #fitness #gaming #photography",#fitness #gaming #photography,196,20,16,Entertainment,0,Saturday,232,Positive,0.2732
222,@bookworm_ira,2026-09-12,10:33,"Best reading experience ever, highly recommend it to everyone! #fitness #motivation #music",#fitness #motivation #music,433,4,8,Sports,10,Saturday,445,Positive,0.8953
246,@chef_ishaan,2026-09-12,12:17,So excited to share this incredible art milestone with you all #news #productivity #startup,#news #productivity #startup,196,13,19,Business,12,Saturday,228,Positive,0.6318
265,@musicby_sara,2026-09-12,12:21,Really frustrated with how this gaming launch turned out #opensource #python #travel,#opensource #python #travel,243,14,9,Technology,12,Saturday,266,Negative,-0.5709
242,@aisha_codes,2026-09-12,13:59,This photography community is so supportive and inspiring #art #fitness #motivation,#art #fitness #motivation,416,17,9,Fitness,13,Saturday,442,Positive,0.8566
335,@travel_with_meera,2026-09-12,14:49,"Here's an update on my food project, more details soon #coding #opensource #webdev",#coding #opensource #webdev,386,24,9,Technology,14,Saturday,419,Neutral,0.0
64,@gamer_ananya,2026-09-12,15:29,"Not happy with the AI experience today, needs work #ai #datascience #photography",#ai #datascience #photography,266,21,8,Travel,15,Saturday,295,Negative,-0.4585
123,@artsy_diya,2026-09-12,17:31,"Working on a new reading post, stay tuned #coding #python #tech",#coding #python #tech,344,5,4,Technology,17,Saturday,353,Neutral,0.0
254,@aisha_codes,2026-09-12,19:10,This startup community is so supportive and inspiring #gaming #music,#gaming #music,127,40,2,Entertainment,19,Saturday,169,Positive,0.7123
320,@rohan.tech,2026-09-12,19:11,"Best gaming experience ever, highly recommend it to everyone! #gaming #music #opensource",#gaming #music #opensource,144,9,9,Entertainment,19,Saturday,162,Positive,0.8066
187,@thefoodie_raj,2026-09-12,20:02,Sharing some notes on fitness today #ai #coding #webdev,#ai #coding #webdev,57,18,11,Technology,20,Saturday,86,Positive,0.5994
61,@fit_arjun,2026-09-12,20:55,"Struggling with productivity problems again, so annoying #art #fitness #motivation",#art #fitness #motivation,336,23,11,Sports,20,Saturday,370,Negative,-0.576
106,@priya_designs,2026-09-12,21:38,"Best photography experience ever, highly recommend it to everyone! #fitness #motivation #python",#fitness #motivation #python,94,9,7,Sports,21,Saturday,110,Positive,0.8953
286,@gamer_ananya,2026-09-12,22:09,Some thoughts on the current state of fitness #coding #datascience #machinelearning,#coding #datascience #machinelearning,126,7,21,Technology,22,Saturday,154,Positive,0.2732
295,@priya_designs,2026-09-13,05:13,So excited to share this incredible food milestone with you all #ai #fitness #motivation,#ai #fitness #motivation,0,12,0,Sports,5,Sunday,12,Positive,0.8251
277,@fit_arjun,2026-09-13,06:11,"Best art experience ever, highly recommend it to everyone! #fitness #gaming #motivation",#fitness #gaming #motivation,165,8,13,Fitness,6,Sunday,186,Positive,0.8953
190,@gamer_ananya,2026-09-13,08:40,"Not happy with the gaming experience today, needs work #fitness #photography #tech",#fitness #photography #tech,0,13,15,Travel,8,Sunday,28,Negative,-0.2259
18,@musicby_sara,2026-09-13,08:56,Sharing some notes on music today #ai #travel #webdev,#ai #travel #webdev,78,0,4,Travel,8,Sunday,82,Positive,0.4215
172,@thefoodie_raj,2026-09-13,11:25,Sharing some notes on gaming today #books #motivation #startup,#books #motivation #startup,51,24,6,Sports,11,Sunday,81,Positive,0.6369
4,@thefoodie_raj,2026-09-13,11:40,Really frustrated with how this music launch turned out #ai #fitness #motivation,#ai #fitness #motivation,3,18,4,Fitness,11,Sunday,25,Neutral,-0.0498
383,@thefoodie_raj,2026-09-13,15:11,So excited to share this incredible food milestone with you all #ai #coding #opensource,#ai #coding #opensource,463,28,10,Technology,15,Sunday,501,Positive,0.6318
79,@priya_designs,2026-09-13,16:01,So excited to share this incredible food milestone with you all #opensource #photography #travel,#opensource #photography #travel,193,18,7,Travel,16,Sunday,218,Positive,0.6318
211,@musicby_sara,2026-09-13,16:03,This AI community is so supportive and inspiring #art #books #motivation,#art #books #motivation,0,27,8,Lifestyle,16,Sunday,35,Positive,0.809
289,@bookworm_ira,2026-09-13,16:21,"Best productivity experience ever, highly recommend it to everyone! #fitness #machinelearning #opensource",#fitness #machinelearning #opensource,43,28,8,Sports,16,Sunday,79,Positive,0.855
229,@aisha_codes,2026-09-13,18:35,This travel community is so supportive and inspiring #music #python #startup,#music #python #startup,527,3,0,Entertainment,18,Sunday,530,Positive,0.7123
366,@startup_vik,2026-09-13,19:46,Some thoughts on the current state of productivity #art #motivation #startup,#art #motivation #startup,0,8,16,Sports,19,Sunday,24,Positive,0.34
104,@rohan.tech,2026-09-13,19:56,Really frustrated with how this food launch turned out #gaming #machinelearning #music,#gaming #machinelearning #music,289,13,9,Entertainment,19,Sunday,311,Negative,-0.5709
65,@gamer_ananya,2026-09-13,20:24,A quick look at what I learned about art this week #datascience #machinelearning #photography,#datascience #machinelearning #photography,311,10,14,Travel,20,Sunday,335,Neutral,0.0
280,@karan_vibes,2026-09-14,01:42,Some thoughts on the current state of art #gaming #news #productivity,#gaming #news #productivity,213,9,12,Business,1,Monday,234,Neutral,0.0
247,@gamer_ananya,2026-09-14,03:31,Sharing some notes on productivity today #gaming #music #tech,#gaming #music #tech,242,14,1,Entertainment,3,Monday,257,Positive,0.4215
327,@travel_with_meera,2026-09-14,04:22,"Best python experience ever, highly recommend it to everyone! #fitness #gaming #music",#fitness #gaming #music,250,6,0,Entertainment,4,Monday,256,Positive,0.855
205,@aisha_codes,2026-09-14,06:29,Some thoughts on the current state of art #motivation #productivity #startup,#motivation #productivity #startup,109,14,10,Business,6,Monday,133,Positive,0.34
148,@travel_with_meera,2026-09-14,09:34,A quick look at what I learned about AI this week #fitness #news #photography,#fitness #news #photography,123,10,10,Sports,9,Monday,143,Positive,0.2732
315,@startup_vik,2026-09-14,10:12,"Best fitness experience ever, highly recommend it to everyone! #foodie #music #travel",#foodie #music #travel,305,0,0,Entertainment,10,Monday,305,Positive,0.855
321,@chef_ishaan,2026-09-14,10:16,"Best python experience ever, highly recommend it to everyone! #news #productivity #startup",#news #productivity #startup,0,17,1,Business,10,Monday,18,Positive,0.8066
165,@musicby_sara,2026-09-14,11:36,"Working on a new AI post, stay tuned #coding #machinelearning #python",#coding #machinelearning #python,211,37,0,Technology,11,Monday,248,Neutral,0.0
296,@aisha_codes,2026-09-14,12:24,Some thoughts on the current state of travel #coding #startup #tech,#coding #startup #tech,419,3,15,Technology,12,Monday,437,Neutral,0.0
45,@fit_arjun,2026-09-14,14:22,A quick look at what I learned about travel this week #fitness #motivation #productivity,#fitness #motivation #productivity,182,4,15,Fitness,14,Monday,201,Positive,0.5423
77,@gamer_ananya,2026-09-14,17:41,"Not happy with the AI experience today, needs work #news #productivity #startup",#news #productivity #startup,0,0,13,Business,17,Monday,13,Negative,-0.4585
263,@priya_designs,2026-09-14,18:43,So excited to share this incredible python milestone with you all #coding #fitness #motivation,#coding #fitness #motivation,0,11,7,Sports,18,Monday,18,Positive,0.8251
37,@bookworm_ira,2026-09-14,19:34,"Not happy with the photography experience today, needs work #art #motivation #python",#art #motivation #python,228,0,2,Lifestyle,19,Monday,230,Negative,-0.1526
24,@artsy_diya,2026-09-14,19:59,"Working on a new reading post, stay tuned #ai #coding #datascience",#ai #coding #datascience,289,36,2,Technology,19,Monday,327,Neutral,0.0
261,@fit_arjun,2026-09-14,20:44,This fitness community is so supportive and inspiring #gaming #machinelearning #music,#gaming #machinelearning #music,318,0,0,Entertainment,20,Monday,318,Positive,0.7923
230,@fit_arjun,2026-09-14,22:26,So excited to share this incredible food milestone with you all #machinelearning #travel #webdev,#machinelearning #travel #webdev,665,8,0,Technology,22,Monday,673,Positive,0.6318
225,@startup_vik,2026-09-15,09:00,A quick look at what I learned about travel this week #fitness #productivity,#fitness #productivity,427,5,0,Business,9,Tuesday,432,Positive,0.2732
349,@musicby_sara,2026-09-15,10:16,So excited to share this incredible reading milestone with you all #ai #photography #travel,#ai #photography #travel,194,10,0,Travel,10,Tuesday,204,Positive,0.6318
161,@startup_vik,2026-09-15,11:18,Grateful for such a wonderful productivity journey this year #datascience #fitness #motivation,#datascience #fitness #motivation,423,17,2,Sports,11,Tuesday,442,Positive,0.8807
162,@priya_designs,2026-09-15,11:25,A quick look at what I learned about startup this week #coding #foodie #webdev,#coding #foodie #webdev,0,41,16,Food,11,Tuesday,57,Neutral,0.0
156,@aisha_codes,2026-09-15,12:18,"Best photography experience ever, highly recommend it to everyone! #coding #fitness #foodie",#coding #fitness #foodie,106,4,13,Fitness,12,Tuesday,123,Positive,0.855
84,@fit_arjun,2026-09-15,16:37,A quick look at what I learned about travel this week #foodie #machinelearning #news,#foodie #machinelearning #news,199,29,5,Food,16,Tuesday,233,Neutral,0.0
52,@fit_arjun,2026-09-15,17:16,"Here's an update on my food project, more details soon #books #music #productivity",#books #music #productivity,34,11,4,Entertainment,17,Tuesday,49,Neutral,0.0
207,@chef_ishaan,2026-09-15,20:36,So excited to share this incredible fitness milestone with you all #books #coding #datascience,#books #coding #datascience,75,25,11,Technology,20,Tuesday,111,Positive,0.7615
121,@chef_ishaan,2026-09-15,21:33,"Best startup experience ever, highly recommend it to everyone! #machinelearning #tech #webdev",#machinelearning #tech #webdev,496,0,7,Technology,21,Tuesday,503,Positive,0.8066
